id,first_author,journal,year
245,BOCKMANN M,PHYS REV LETT,2000
245,EDWARDS BF,PHYS REV LETT,2002
245,EINSTEIN A,ANN PHYS-BERLIN,1905
245,FIELD RJ,OSCILLATIONS TRAVELI,1985
245,FISHER R,EUGEN,1937
245,HALLEZ Y,J FLUID MECH,2009
245,HANNA A,J AM CHEM SOC,1982
245,HORVATH D,J CHEM PHYS,1998
245,HUPPERT HE,J FLUID MECH,1995
245,JARRIGE N,PHYS REV E 2,2010
245,KOLMOGOROV AN,B MGU A,1937
245,LECONTE M,J CHEM PHYS,2004
245,MARTIN J,PHYS REV E 1,2002
245,MARTIN J,PHYS REV E 2,2009
245,POJMAN JA,J PHYS CHEM-US,1991
245,RONGY L,J CHEM PHYS,2007
245,SCHUSZTER G,PHYS REV E 2,2009
245,SCOTT SK,OSCILLATIONS WAVES C,2004
245,SEON T,PHYS FLUIDS,2007
245,SHIN JO,J FLUID MECH,2004
245,TAGHAVI SM,J FLUID MECH,2009
245,TOTH A,J CHEM SOC FARADAY T,1997
245,VASQUEZ DA,PHYS REV E,1994
245,YOSHINAGA T,ANAL SCI,2004
504,BLANQUE S,P 23 EPVSEC VAL SPAI,2008
504,BRENDLE W,PROG PHOTOVOLTAICS,2006
504,BRUGGEMANN R,MATER RES SOC SYMP P,2005
504,DESRUES T,P 23 EPVSEC VAL SPAI,2008
504,GRANEK F,P 21 EUR PHOT SOL EN,2006
504,HOFMANN M,P 23 EPVSEC VAL SPAI,2008
504,LU M,APPL PHYS LETT,2007
504,SINTON RA,APPL PHYS LETT,1996
504,STANGL R,P 22 EPVSEC MIL IT,2007
504,SWANSON RM,IEEE PHOT SPEC CONF,2005
504,TANAKA M,JPN J APPL PHYS 1,1992
504,TSUNOMURA Y,P 22 EPVSEC MIL IT,2007
504,TUCCI M,P 23 EPVSEC VAL SPAI,2008
561,ALENCAR SHP,ASTRON ASTROPHYS,2005
561,BAINES D,MON NOT R ASTRON SOC,2006
561,BENISTY M,NULL,2008
561,BOUVIER J,ASTRON ASTROPHYS,2003
561,BOUVIER J,IAU S,2007
561,CALVET N,ASTROPHYS J,1992
561,CATALA C,ASTRON ASTROPHYS,1987
561,DECAMPLI WM,ASTROPHYS J,1981
561,DEVANEY MN,ASTRON ASTROPHYS,1995
561,EISNER JA,ASTROPHYS J,2009
561,FERNANDEZ M,A AS,1995
561,FOLHA DFM,ASTRON ASTROPHYS,2001
561,GARCIA PJV,ASTROPHYS SPACE SCI,1998
561,GETMAN KV,ASTROPHYS J,2008
561,GRININ VP,ASTRON ASTROPHYS,1995
561,HARRINGTON DM,ASTROPHYS J SUPPL S,2009
561,HARTMANN L,ASTROPHYS J,1994
561,HARTMANN L,ASTROPHYS J 1,1990
561,HARTMANN L,STAR JET DISK SYSTEM,2009
561,HERBIG GH,APJS,1960
561,JOHNS CM,AJ,1995
561,JOHNSKRULL CM,ASTROPHYS J 1,1997
561,JOY AH,APJ,1945
561,KHOLTYGIN AF,ASTRON ASTROPHYS,1997
561,KRAUS S,ASTRON ASTROPHYS,2008
561,KUROSAWA R,MON NOT R ASTRON SOC,2005
561,KUROSAWA R,MON NOT R ASTRON SOC,2006
561,KUROSAWA R,MON NOT R ASTRON SOC,2008
561,MALBET F,ASTRON ASTROPHYS,2007
561,MATT S,ASTROPHYS J,2008
561,MATT S,ASTROPHYS J 2,2005
561,MITSKEVICH AS,ASTROPHYS J,1993
561,MUENCH AA,ASTROPHYS J 1,2002
561,MUZEROLLE J,ASTROPHYS J 1,2001
561,MUZEROLLE J,ASTROPHYS J 1,2004
561,PODIO L,ASTRON ASTROPHYS,2008
561,PONTEFRACT M,MON NOT R ASTRON SOC,2000
561,RAJABI S,THESIS U PORTO,2010
561,REIPURTH B,ASTRON ASTROPHYS SUP,1996
561,ROUSSELETPERRAU.K,A A,2010
561,STRAFELLA F,ASTROPHYS J 1,1998
561,TATULLI E,ASTRON ASTROPHYS,2007
561,THIEBAUT E,ASTROPHYS SPACE SCI,2003
561,VIEIRA SLA,ASTRON J,2003
561,VINK JS,MON NOT R ASTRON SOC,2005
561,WADE GA,MON NOT R ASTRON SOC,2007
561,WHELAN E,LECT NOTES PHYS,2008
561,WHELAN ET,ASTRON ASTROPHYS,2004
561,WHELAN ET,ASTROPHYS J LETT,2009
1469,BENNHOLD C,PHYS LETT B,1987
1469,BENNHOLD C,PHYS REV C,1989
1469,GUICHON PAM,NUCL PHYS A,2008
1469,GUICHON PAM,PHYS LETT B,1988
1469,HASHIMOTO O,PROG PART NUCL PHYS,2006
1469,LEE FX,NUCL PHYS A,2001
1469,PILE PH,PHYS REV LETT,1991
1469,RIKOVSKASTONE J,NUCL PHYS A,2007
1469,ROSENTHAL AS,ANN PHYS-NEW YORK,1988
1469,SAHA PK,PHYS REV C,2004
1469,SAITO K,PROG PART NUCL PHYS,2007
1469,SHYAM R,NUCL PHYS A,2006
1469,SHYAM R,PHYS LETT B,2009
1469,SHYAM R,PHYS REV C,2004
1469,SHYAM R,PHYS REV C,2008
1469,SHYAM R,PROG PART NUCL PHYS,2008
1469,TSUSHIMA K,NUCL PHYS A,1998
1469,TSUSHIMA K,PHYS LETT B,1997
1469,TSUSHIMA K,PHYS LETT B,1998
1486,ALDUCLEBAGOUSSE A,MAT ANTHR PROVENANT,1986
1486,BAKELS CC,VEG HIST ARCHAEOBOT,2005
1486,BARTHELEMY I,REV STOMATOL CHIR MA,1999
1486,BELCASTRO G,AM J PHYS ANTHROPOL,2007
1486,BENNIKE P,AM J PHYS ANTHROPOL,2005
1486,BERTI PR,AM J HUM BIOL,1995
1486,BLAKEY ML,AM J PHYS ANTHROPOL,1985
1486,BODORIKOVA S,ZB SLOV NAR MUZ PRIR,2005
1486,BRUZEK J,ANTHROPOLOGIE BRNO,1994
1486,CARDOSO HFV,THESIS MCMASTER U HA,2005
1486,CLARKSON J,ADV DENT RES,1989
1486,COLLI CM,HOMO,2009
1486,COOK DC,AM J PHYS ANTHROPOL,1979
1486,COULON A,B MEM SOC ANTHRO PAR,2008
1486,CUCINA A,INT J OSTEOARCHAEOL,2006
1486,DANFORTH ME,INT J OSTEOARCHAEOL,1993
1486,DANFORTH ME,J PALEOPATHOLOGY MON,1992
1486,DAVIS JR,LONG MORNING MEDIEVA,2008
1486,DELAHAYE F,CHERBOURG RUE MARECH,1995
1486,DURAY SM,AM J PHYS ANTHROPOL,1990
1486,ERDAL YS,AM J PHYS ANTHROPOL,1999
1486,ESCLASSAN R,ARCH ORAL BIOL,2009
1486,ESPELAND MA,STAT MED,1988
1486,FAYE O,REN VIEUX METZ,2007
1486,FITZGERALD CM,AM J PHYS ANTHROPOL,2005
1486,GOODMAN AH,ADV DENT ANTHR,1991
1486,GOODMAN AH,AM J PHYS ANTHROPOL,1985
1486,GOODMAN AH,AM J PHYS ANTHROPOL,1988
1486,GUATELLISTEINBE.D,J PHYS,2003
1486,GUATELLISTEINBERG D,YEARB PHYS ANTHROPOL,1999
1486,GUY H,INT J OSTEOARCHAEOL,1997
1486,HANAKOVA H,ACTA MUSEI NATL PR B,1987
1486,HANAKOVA H,VELKOMORAVKE POHREBI,1986
1486,HEROLD M,THESIS U WIEN VIENNA,2008
1486,HILLSON S,AM J PHYS ANTHROPOL,1997
1486,HILLSON S,INT J OSTEOARCHAEOL,1992
1486,HILLSON S,INT J OSTEOARCHAEOL,2001
1486,HOBDELL MH,BRIT DENT J,2003
1486,HUMPHREY LT,ANTHROPOLOGIE,2000
1486,JAMES PMC,BRIT DENT J,1970
1486,JAROSOVA I,SLUZBACH ARCHEOLOGIE,2005
1486,KLANICA Z,NECHVALIN PRUSANKY V,2006
1486,LARSEN CS,ADV DENT ANTHR,1991
1486,LARSEN CS,BIOARCHEOLOGY INTERP,1997
1486,LARSEN CS,J ARCHAEOL SCI,1983
1486,LEWIS M,HUMAN OSTEOLOGY ARCH,2000
1486,LEWIS ME,BIOARCHAEOLOGY CHILD,2007
1486,LIVERSIDGE HM,AM J PHYS ANTHROPOL,2004
1486,LIVERSIDGE HM,DENT ANTHR FUNDAMENT,1998
1486,LUKACS JR,CURR ANTHROPOL,1990
1486,LUKACS JR,INT J OSTEOARCHAEOL,1995
1486,LUKACS JR,J ARCHAEOL SCI,2001
1486,MOORE WJ,CARIES RES,1971
1486,MOORE WJ,CARIES RES,1973
1486,MOORE WJ,CARIES RES,1975
1486,MOORREES C,J DENT RES,1963
1486,MOORREES CFA,AM J PHYS ANTROP,1963
1486,OBERTOVA Z,HOMO,2005
1486,OGDEN AR,AM J PHYS ANTHROPOL,2007
1486,OSULLIVAN EA,PEDIAT DENT,1992
1486,OYAMADA J,ANTHROPOL SCI,2008
1486,PALUBECKAITE Z,INT J OSTEOARCHAEOL,2002
1486,PILETLEMIERE J,DOSSIERS HIST ARCHEO,1983
1486,PINHASI R,AM J HUM BIOL,2005
1486,POLACEK L,STUDIEN ZUM BURGWALL,2005
1486,POLACEK L,STUDIEN ZUM BURGWALL,2008
1486,POLACEK L,TERENI VYZKUM MIKULC,2000
1486,REICH E,INT DENT J,1999
1486,REID DJ,AM J PHYS ANTHROPOL,2000
1486,RITZMAN TB,AM J PHYS ANTHROPOL,2008
1486,ROSCH M,VEG HIST ARCHAEOB S1,2008
1486,RUDNEY JD,AM J PHYS ANTHROPOL,1983
1486,SAUNDERS S,AM J PHYS ANTHROPOL,1993
1486,SAUNDERS SR,AM J HUM BIOL,1999
1486,SAUNDERS SR,YEARB PHYS ANTHROPOL,1993
1486,SCHOLLMEYER KG,AM ANTIQUITY,2004
1486,SKINNER M,SKELETAL BIOL PAST P,1992
1486,SKINNER MF,AM J PHYS ANTHROPOL,1986
1486,SLAUS M,CROAT MED J,2002
1486,STRANSKA P,STUDIEN ZUM BURGWALL,2008
1486,TREFFORT C,EGLISE CAROLINGIENNE,1996
1486,TREFNY P,STUDIEN ZUM BURGWALL,2008
1486,UBELAKER DH,HUMAN SKELETAL REMAI,1978
1486,VELEMINSKY P,STUDIEN ZUM BURGWALL,2005
1486,VODANOVIC M,ARCH ORAL BIOL,2005
1486,WATT ME,ARCH ORAL BIOL,1997
1486,WILLIAMS SA,CARIES RES,1985
1486,WOOD JW,CURR ANTHROPOL,1992
1486,WRIGHT LE,AM J PHYS ANTHROPOL,1997
1697,ASSUNCAO M,PHYS REV C,2006
1697,BECCHETTI FD,NUCL PHYS A,1978
1697,BELHOUT A,NUCL PHYS A,2007
1697,GARRETT JD,NUCL PHYS A,1973
1697,HASHIMOTO M,PROG THEOR PHYS,1995
1697,MUKHAMEDZHANOV AM,PHYS REV C,2001
1697,SCUMACHER P,NUCL PHYS A,1973
1697,THOMPSON IJ,COMPUT PHYS REP,1988
1697,WEAVER TA,PHYS REP,1993
1710,DUJEU C,FRONTIERS OPTICS,2004
1710,ZAMKOTSIAN F,P SPIE,2010
2060,AAD G,ATLPHYSPUB2010002,2010
2060,AAD G,J INSTRUM,2008
2060,AALTONEN T,PHYS REV D,2009
2060,AAMODT K,EUR PHYS J C,2010
2060,ABE F,PHYS REV D,1990
2060,ABE F,PHYS REV LETT,1988
2060,AGOSTINELLI S,NUCL INSTRUM METH A,2003
2060,ALBAJAR C,NUCL PHYS B,1990
2060,ALBROW MG,ARXIVHEPPH0610012,2006
2060,ALEXOPOULOS T,PHYS LETT B,1994
2060,ALNER GJ,PHYS REP,1987
2060,ANSORGE RE,Z PHYS C,1988
2060,ANSORGE RE,Z PHYS C PART FIELDS,1986
2060,ANSORGE RE,Z PHYS C PART FIELDS,1989
2060,ARNISON G,PHYS LETT B,1982
2060,BREAKSTONE A,PHYS REV D,1984
2060,CAPELLA A,PHYS LETT B,1979
2060,CAPELLA A,PHYS REP,1994
2060,CORNELISSEN T,ATLINDETPUB2008002,2008
2060,CORNELISSEN T,J PHYS C SER,2008
2060,DAGOSTINI G,METHODS,1995
2060,ENGEL R,Z PHYS C PART FIELDS,1995
2060,EVANS L,J INSTRUM,2008
2060,KHACHATRYAN V,JHEP,2010
2060,MARSHALL Z,ATLSOFTPROC2008001,2008
2060,PIACQUADIO GK,J PHYS C SER,2008
2060,SHERSTNEV A,EUR PHYS J C,2008
2060,SJOSTRAND T,J HIGH ENERGY PHYS,2006
2060,SKANDS P,EUR PHYS J C,2007
2060,SKANDS PZ,ARXIV09053418V1HEPPH,2009
2068,AALTONEN T,PHYS REV D,2009
2068,AALTONEN T,PHYS REV LETT,2008
2068,AALTONEN T,PHYS REV LETT,2009
2068,AALTONEN T,PHYS REV LETT,2010
2068,ABAZOV VM,PHYS REV LETT,2010
2068,ABBANEO D,PHYS LETT B,2003
2068,ABULENCIA A,PHYS REV D,2006
2068,ACOSTA D,METHODS,2002
2068,ACOSTA D,PHYS REV D,2005
2068,AKRAWY MZ,Z PHYS C PART FIELDS,1990
2068,BAGLIO J,J HIGH ENERGY PHYS,2010
2068,BHATTI A,METHODS,2006
2068,BLAZEY GC,ANNU REV NUCL PART S,1999
2068,BREIN O,PHYS LETT B,2004
2068,CAMPBELL J,PHYS REV D,2000
2068,CAMPBELL JM,PHYS REV D,1999
2068,CICCOLINI ML,PHYS REV D,2003
2068,CORDERO FF,PHYS REV D,2008
2068,DJOUADI A,COMPUT PHYS COMMUN,1998
2068,LANGENFELD U,PHYS REV D,2009
2068,MANGANO ML,J HIGH ENERGY PHYS,2003
2068,NAKAMURA K,J PHYS G NUCL PARTIC,2010
2068,NEU C,P SCI TOP 2006,2006
2068,RICHTER S,FERMILABTHESIS200735,2007
2068,SHALHOUT SZ,FERMILABTHESIS201033,2010
2068,SJOSTRAND T,COMPUT PHYS COMMUN,2001
2069,*TEV EL WORK GROUP,FERMILABTM2466E,2010
2069,AALTONEN T,PHYS REV D,2009
2069,ABACHI S,PHYS REV LETT,1995
2069,ABE F,PHYS REV D,1992
2069,ABE F,PHYS REV LETT,1995
2069,ABULENCIA A,PHYS REV LETT,2006
2069,ACOSTA D,PHYS REV D,2005
2069,BHATTI A,METHODS,2006
2069,CORCELLA G,J HIGH ENERGY PHYS,2001
2069,KLEISS R,Z PHYS C,1988
2069,LAI HL,EUR PHYS J C,2000
2069,MALTONI F,J HIGH ENERGY PHYS,2003
2069,MANGANO ML,J HIGH ENERGY PHYS,2003
2069,MOCH S,NUCL PHYS B-PROC SUP,2008
2069,MOROKOFF WJ,SIAM J SCI COMPUT,1994
2069,PETERSON C,COMPUT PHYS COMMUN,1994
2069,SJOSTRAND T,COMPUT PHYS COMMUN,2001
2069,SKANDS P,EUR PHYS J C,2007
2069,YOUNG GA,ESSENTIALS STAT INFE,2005
2081,*CMS COLL,CMSPASJME10003,2010
2081,*CMS COLL,CMSPASTRK10005,2010
2081,*CMS COLL,JINST,2008
2081,ABAZOV VM,PHYS REV LETT,2009
2081,ABBOTT B,PHYS REV LETT,1999
2081,ABE F,PHYS REV LETT,1997
2081,AGOSTINELLI S,METHODS PHYS RES A,2003
2081,ARNISON G,PHYS LETT B,1986
2081,BAGNAIA P,PHYS LETT B,1984
2081,BAHR M,EUR PHYS J C,2008
2081,BAUR U,INT J MOD PHYS A,1987
2081,CACCIARI M,J HIGH ENERGY PHYS,2008
2081,CLOPPER CJ,BIOMETRIKA 4,1934
2081,COUSINS RD,NUCL INSTRUM METH A,1992
2081,EICHTEN EJ,PHYS REV LETT,1983
2081,FRAMPTON PH,PHYS LETT B,1987
2081,HEWETT JL,PHYS REP,1989
2081,MARTIN AD,EUR PHYS J C,2009
2081,MEADE P,J HIGH ENERGY PHYS,2008
2081,NADOLSKY PM,PHYS REV D,2008
2081,NAGY Z,PHYS REV D,2003
2081,NAGY Z,PHYS REV LETT,2002
2081,PRZYBOROWSKI J,BIOMETRIKA 3/4,1940
2081,PUMPLIN J,J HIGH ENERGY PHYS,2002
2081,RANDALL L,PHYS REV LETT,1999
2081,READ AL,P 1 WORKSH CONF LIM,2000
2081,REID N,STAT SCI,1995
2081,SIMMONS EH,PHYS REV D,1997
2081,SJOSTRAND T,J HIGH ENERGY PHYS,2006
2094,AALTONEN T,PHYS REV LETT,2009
2094,AALTONEN T,PHYS REV LETT,2010
2094,ABAZOV VM,PHYS REV D,2007
2094,ABAZOV VM,PHYS REV LETT,2009
2094,ABULENCIA A,J PHYS G NUCL PARTIC,2007
2094,ABULENCIA A,PHYS REV D,2006
2094,ABULENCIA A,PHYS REV LETT,2007
2094,ACOSTA D,NUCL INSTRUM METH A,2002
2094,ACOSTA D,PHYS REV D,2005
2094,ACOSTA D,PHYS REV LETT,2005
2094,AFFOLDER T,NUCL INSTRUM METH A,2004
2094,ALBROW M,NUCL INSTRUM METH A,2002
2094,ALWALL J,J HIGH ENERGY PHYS,2007
2094,AMSLER C,PHYS LETT B,2008
2094,APOLLINARI G,NUCL INSTRUM METH A,1998
2094,ASCOLI G,NUCL INSTRUM METH A,1988
2094,BALKA L,NUCL INSTRUM METH A,1988
2094,BERTOLUCCI S,NUCL INSTRUM METH A,1988
2094,BHATTI A,NUCL INSTRUM METH A,2006
2094,CACCIARI M,J HIGH ENERGY PHYS,2008
2094,CAMPBELL JM,PHYS REV D,1999
2094,DONG PJ,THESIS U CALIFORNIA,2008
2094,GENZ AC,J COMPUT APPL MATH,1980
2094,HAGIWARA K,PHYS REV D,1993
2094,HAHN T,COMPUT PHYS COMMUN,2005
2094,HARRIS BW,PHYS REV D,2002
2094,MANGANO ML,J HIGH ENERGY PHYS,2003
2094,MURAYAMA I,9111 KEK,1992
2094,PUMPLIN J,J HIGH ENERGY PHYS,2002
2094,SILL A,NUCL INSTRUM METH A,2000
2094,SJOSTRAND T,COMPUT PHYS COMMUN,2001
2094,THOMSON EJ,IEEE T NUCL SCI 2,2002
2405,BERTONE S,METAL LINE EMISSION,2010
2405,DEKEL A,MON NOT R ASTRON SOC,2006
2405,JACQUOT BC,P SPIE,2010
2405,JELINSKY P,P SOC PHOTO-OPT INS,2003
2405,MATUSZEWSKI M,P SPIE,2010
2405,MORRISSEY P,P SPIE,2010
2405,RAHMAN S,P SPIE,2010
2405,ROSSIN,P SPIE,2008
2405,TUTTLE SE,P SPIE,2010
2533,CROUZET N,ASTRON ASTROPHYS,2010
2639,ANTICHI,APJ,2009
2639,ANTICHI J,SPIE,2010
2639,ESPOSITO S,P SOC PHOTO-OPT  1&2,2003
2639,GILMOZZI R,P SOC PHOTO-OPT  1-3,2008
2639,GUYON O,ASTROPHYS J 1,2005
2639,HUGOT E,APPL OPTICS,2009
2639,KELLER CU,SPIE,2010
2639,KORKIAKOSKI V,SPIE,2010
2639,MACINTOSH B,P SOC PHOTO-OPT  1-3,2006
2639,MARKUS E,SPIE,2010
2639,MAROIS C,ASTROPHYS J 1,2006
2639,MARTINEZ P,ASTRON ASTROPHYS,2009
2639,MAS M,SPIE,2010
2639,PERRIN MD,ASTROPHYS J 1,2003
2639,PHILLION DW,P SOC PHOTO-OPT  1-3,2006
2639,RACINE R,PUBL ASTRON SOC PAC,1999
2639,RAGAZZONI R,J MOD OPTIC,1996
2639,SALTER G,SPIE,2010
2639,SPARKS WB,ASTROPHYS J 1,2002
2639,VERINAUD C,MON NOT R ASTRON SOC,2005
2689,*IEEE COMP SOC,7542008 IEEE COMP SO,2008
2689,BOLDO S,P S COMP ARITHM,2003
2689,CORNEA M,SCI COMPUTING ITANIU,2002
2689,CORNEAHASEGAN M,INTEL TECHNOLOGY J,1998
2689,GOLDSCHMIDT RE,THESIS MIT CAMBRIDGE,1964
2689,HARRISON J,LECT NOTES COMPUTER,2000
2689,MARKSTEIN P,IA 64 ELEMENTARY FUN,2000
2689,MARKSTEIN PW,IBM J RES DEV,1990
2689,MULLER JM,HDB FLOATING POINT A,2010
2689,RUMP SM,SIAM J SCI COMPUT,2008
2689,WANG LK,J VLSI SIG PROC SYST,2007
2691,*XIL CORP,CORDIC V4 0 DSD249,2009
2691,ARNOLD MG,P S COMP ARITHM,2009
2691,BANESCU S,HIGHLY EFFICIENT ACC,2010
2691,BRISEBARRE N,P S COMP ARITHM,2007
2691,CHEUNG R,IEEE T VLSI SYSTEMS,2007
2691,CHEVILLARD S,P S COMP ARITHM,2009
2691,DEDINECHIN F,IEEE T COMPUT,2005
2691,DEDINECHIN F,INT CON FIELD PROG,2009
2691,DETREY J,APPL SPECIFIC SYSTEM,2005
2691,DETREY J,I C FIELD PROG LOGIC,2007
2691,DETREY J,MICROPROCESS MICROSY,2007
2691,KNUTH D,ART COMPUTER PROGRAM,1997
2691,LAUTER C,REAL NUMBERS COMPUTE,2008
2691,LEE DU,IEEE T COMPUT,2005
2691,LEE DU,IEEE T COMPUTERS,2006
2691,MARKSTEIN P,HEWLETTPACKARD PROFE,2000
2691,MULLER JM,ELEMENTARY FUNCTIONS,2006
2691,SCHULTE MJ,WORKSH VLSI SIGN PRO,1993
2691,SUNDERLAND DA,IEEE J SOLID-ST CIRC,1984
2691,TISSERAND A,INT J HIGH PERFORM C,2007
2692,*IEEE COMP SOC,7542008 IEEE COMP SO,2008
2692,BRISEBARRE N,IEEE T COMPUT,2008
2692,BURGER RG,P ACM SIGPLAN 96 C P,1996
2692,CLINGER WD,ACM SIGPLAN NOTICES,2004
2692,CORNEA M,IEEE T COMPUT,2009
2692,DAUMAS M,J UNIVERS COMPUT SCI,1995
2692,GOLDBERG IB,COMMINICATIONS ACM,1967
2692,HARRISON J,P 19 IEEE S COMP AR,2009
2692,LEFEVRE V,LECT NOTES COMPUTER,2008
2692,LEFEVRE V,P 15 IEEE S COMP AR,2001
2692,MATULA DW,COMMUN ACM,1968
2692,MULLER JM,ELEMENTARY FUNCTIONS,2006
2692,MULLER JM,HDB FLOATING POINT A,2010
2692,STEELE GL,ACM SIGPLAN NOTICES,2004
2876,BOCCALETTI A,ADV SPACE RES,2005
2876,CHARBONNEAU D,ASTROPHYS J 2,2000
2876,CHAUVIN G,ASTRON ASTROPHYS,2004
2876,ENYA K,ADV SPACE RES,2010
2876,ENYA K,ASTRON ASTROPHYS,2007
2876,GREEN JJ,P SOC PHOTO-OPT INS,2005
2876,GUYON O,ASTROPHYS J SUPPL S,2006
2876,GUYON O,P SPIE,2009
2876,GUYON O,PUBL ASTRON SOC PAC,2010
2876,KALAS P,SCIENCE,2008
2876,KASDIN NJ,APPL OPTICS,2005
2876,LAGRANGE AM,SCIENCE,2010
2876,LYOT MB,MNRAS,1939
2876,MAROIS C,SCIENCE,2008
2876,MAYOR M,NATURE,1995
2876,NAKAGAWA T,P SPICA JOINT EUR JA,2009
2876,RIEKE MJ,P SPIE,2005
2876,SCHNEIDER J,P ANN M FRENCH SOC A,2006
2876,TANAKA S,PUBL ASTRON SOC JPN,2006
2876,THALMANN C,ASTROPHYS J LETT,2010
2876,TRAUB WA,ASTROPH0205369,2002
2876,TRAUB WA,P SPIE,2006
2876,TRAUGER JT,NATURE,2007
2876,VANDERBEI RJ,ASTROPHYS J 1,2003
2876,VANDERBEI RJ,ASTROPHYS J 1,2004
2876,VANDERBEI RJ,OPTIM METHOD SOFTW,1999
2976,AALTONEN T,PHYS REV D,2009
2976,AALTONEN T,PHYS REV D,2010
2976,AALTONEN T,PHYS REV LETT,2009
2976,AALTONEN T,PHYS REV LETT,2010
2976,ABAZOV VM,PHYS REV LETT,2002
2976,ABE F,PHYS REV D,1992
2976,ABE F,PHYS REV D 2,1996
2976,ABULENCIA A,PHYS REV D,2006
2976,ACOSTA D,PHYS REV D,2005
2976,AFFOLDER T,PHYS REV D,2001
2976,AFFOLDER T,PHYS REV D,2003
2976,AMSLER C,PHYS LETT B,2008
2976,BARGER V,PHYS REV D,1990
2976,BARLOW R,METHODS,1990
2976,BERGER J,STAT SCI,1999
2976,BHATTI A,METHODS,2006
2976,BIGI I,PHYS LETT B,1986
2976,CRANMER K,COMPUT PHYS COMMUN,2001
2976,DEMORTIER L,IPPP0239,2002
2976,DENNER A,NUCL PHYS B,1991
2976,DIAZCRUZ JL,PHYS REV D,1999
2976,EILAM G,PHYS REV LETT,1991
2976,FELDMAN GJ,PHYS REV D,1998
2976,HIKASA K,PHYS REV D,1987
2976,JAMES F,COMPUT PHYS COMMUN,1975
2976,JEZABEK M,NUCL PHYS B,1989
2976,JEZABEK M,PHYS REV D,1993
2976,JEZABEK M,PHYS REV D,1994
2976,LI CS,PHYS REV D,1993
2976,MALTONI F,J HIGH ENERGY PHYS,2003
2976,MANGANO ML,J HIGH ENERGY PHYS,2003
2976,ORR LH,PHYS LETT B,1990
2976,PRESS W,NUMERICAL RECIPES AR,2007
2976,SJOSTRAND T,J HIGH ENERGY PHYS,2006
2976,SKANDS P,EUR PHYS J C,2007
2976,SKANDS PZ,PHYS REV D,2010
3001,AALTONEN T,PHYS REV D,2008
3001,AALTONEN T,PHYS REV LETT,2009
3001,ABAZOV VM,PHYS LETT B,2003
3001,ABE F,PHYS REV D,1994
3001,ABE F,PHYS REV LETT,1997
3001,ABULENCIA A,J PHYS G NUCL PARTIC,2007
3001,ACOSTA D,PHYS REV LETT,2002
3001,ACOSTA D,PHYS REV LETT,2005
3001,AFFOLDER T,PHYS REV LETT,2000
3001,AFFOLDER T,PHYS REV LETT,2001
3001,AMSLER C,PHYS LETT B,2008
3001,BARLOW R,COMPUT PHYS COMMUN,1993
3001,BARONE V,HIGH ENERGY PARTICLE,2002
3001,COLLINS PDB,INTRO REGGE THEORY H,1977
3001,DONNACHIE S,POMERON PHYS QCD,2002
3001,HATAKEYAMA K,THESIS ROCKEFELLER U,2003
3001,WHITE AR,PHYS REV D,2005
3002,AALTONEN T,PHYS REV D,2008
3002,AALTONEN T,PHYS REV D,2010
3002,AALTONEN T,PHYS REV LETT,2008
3002,AALTONEN T,PHYS REV LETT,2009
3002,ABACHI S,PHYS REV LETT,1995
3002,ABAZOV VM,PHYS LETT B,2010
3002,ABAZOV VM,PHYS REV D,2008
3002,ABAZOV VM,PHYS REV LETT,2007
3002,ABAZOV VM,PHYS REV LETT,2009
3002,ABBIENDI G,EUR PHYS J C,1999
3002,ABE F,PHYS REV LETT,1992
3002,ABE F,PHYS REV LETT,1995
3002,ABULENCIA A,J PHYS G NUCL PARTIC,2007
3002,ABULENCIA A,PHYS REV D,2006
3002,ABULENCIA A,PHYS REV LETT,2006
3002,ACKERSTAFF K,EUR PHYS J C,1998
3002,ACOSTA D,NUCL INSTRUM METH A,2002
3002,ACOSTA D,PHYS REV D,2005
3002,ACOSTA D,PHYS REV LETT,2005
3002,AFFOLDER A,NUCL INSTRUM METH A,2000
3002,AFFOLDER AA,NUCL INSTRUM METH A,2004
3002,ALBROW M,NUCL INSTRUM METH A,2002
3002,ALTARELLI G,NUCL PHYS B,1977
3002,ALWALL J,EUR PHYS J C,2007
3002,AMSLER C,PHYS LETT B,2008
3002,APOLLINARI G,NUCL INSTRUM METH A,1998
3002,ARTIKOV A,NUCL INSTRUM METH A,2005
3002,ASCOLI G,NUCL INSTRUM METH A,1988
3002,BALKA L,NUCL INSTRUM METH A,1988
3002,BERN Z,NUCL PHYS B,1997
3002,BERN Z,NUCL PHYS B,1998
3002,BERTOLUCCI S,NUCL INSTRUM METH A,1988
3002,BHATTI A,NUCL INSTRUM METH A,2006
3002,BLAIR R,FERMILABPUB96390E CD,1996
3002,BONCIANI R,NUCL PHYS B,1998
3002,BOOS EE,PHYS ATOM NUCL+,2006
3002,BREIMAN L,CLASSIFICATION REGRE,1984
3002,BUDD SR,FERMILABTHESIS200841,2008
3002,CACCIARI M,J HIGH ENERGY PHYS,2004
3002,CAMPBELL J,PHYS REV D,2007
3002,CAMPBELL J,PHYS REV D,2009
3002,CAMPBELL JM,J HIGH ENERGY PHYS,2009
3002,CAMPBELL JM,PHYS REV D,1999
3002,CAMPBELL JM,PHYS REV LETT,2009
3002,CORDERO FF,PHYS REV D,2006
3002,CORDERO FF,PHYS REV D,2009
3002,DOKSHITZER YL,SOV PHYS JETP,1977
